page_url,page_title,question,answer,confidence
https://joinvoy.zendesk.com/hc/en-gb/articles/32242827773716-Information-about-Mounjaro,Information about Mounjaro – Voy,How do I take Mounjaro?,"Mounjaro is injected once a week (on the same day each week), under the skin, in the subcutaneous fat. It should be injected in the abdomen, thigh or upper arm (it’s advisable to rotate to a slightly different part of your body each time you inject, this minimises potential discomfort/irritation). Please note that the medication is contained within the clear chamber in the pen, not the individual needles – these are used to deliver each dose.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/32242827773716-Information-about-Mounjaro,Information about Mounjaro – Voy,How to store your Mounjaro?,"You should store Mounjaro in the refrigerator between 2°C to 8°C (36°F to 46°F). If needed, each pen can be stored at room temperature up to 30°C ( 86°F) for up to 30 days. Once you've started the pen, it must be used within 30 days of the first dose. These instructions are supplementary to the information provided in the patient information leaflet in your medication box provided with each order.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/35168676837780-General-Guidance-for-Missing-Doses,General Guidance for Missing Doses – Voy,What should I do if I missed 1 dose of my treatment?,"You can take it as soon as you remember and continue your injections on this day moving forward. Alternatively, you can wait until your next scheduled dose and administer it then.",0.95
https://joinvoy.zendesk.com/hc/en-gb/articles/35168676837780-General-Guidance-for-Missing-Doses,General Guidance for Missing Doses – Voy,What should I do if I missed more than 2 doses of my treatment?,"Please contact our clinical team, as a dose adjustment to a lower strength may be needed to ensure your safety.",0.95
https://joinvoy.zendesk.com/hc/en-gb/articles/35168676837780-General-Guidance-for-Missing-Doses,General Guidance for Missing Doses – Voy,How can I change my injection day?,Make sure at least 4 days have passed since your last injection before giving the next dose. This might mean extending the gap between doses longer than the usual 7 days to shift your schedule.,0.95
https://joinvoy.zendesk.com/hc/en-gb/articles/20198976737428-How-do-I-unsubscribe-from-marketing-communications,How do I unsubscribe from marketing communications? – Voy,How to unsubscribe to marketing communications?,"You can unsubscribe via email by looking for the 'unsubscribe' link at the bottom of any marketing email from us and clicking it to be removed from our marketing mailing list. Alternatively, you can contact us directly by emailing help@joinvoy.com and our team will assist you in unsubscribing.",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/20198976737428-How-do-I-unsubscribe-from-marketing-communications,How do I unsubscribe from marketing communications? – Voy,What happens when you unsubscribe from marketing communications?,You'll be removed from our marketing mailing list and will no longer receive promotional emails or offers from us.,1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/20198976737428-How-do-I-unsubscribe-from-marketing-communications,How do I unsubscribe from marketing communications? – Voy,Does unsubscribing from marketing communications affect transactional emails?,Unsubscribing from marketing communications does not affect transactional emails related to your orders or important updates about your account or treatment.,1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/20198884011412-How-do-I-update-my-account-or-subscription,How do I update my account or subscription? – Voy,How do I update my account details?,"You can edit certain details, such as billing method, delivery address and general account preferences by:

1. Logging into your account
2. Clicking Account in the left-hand menu
3. Selecting Account Details

Here, you can change your personal info (email, name, phone number), shipping address, and billing address. If you're changing your shipping address, please make sure to do this before your next order is placed.",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/20198884011412-How-do-I-update-my-account-or-subscription,How do I update my account or subscription? – Voy,How can I amend my next order date?,"To amend your next order date:

1. Log into your online account
2. Click on Account in the left-hand menu settings
3. Select 'Manage Plans'
4. Choose a date that works for you

Your payment and order will then process on the new date you've selected. Due to time-sensitive administration of our prescription medications, there is a limit of 18 days to how far an order can be pushed back.",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/20198884011412-How-do-I-update-my-account-or-subscription,How do I update my account or subscription? – Voy,How can I change my treatment or dose?,"If you wish to change your treatment or dose, discuss with a member of our medical team by booking a consultation or messaging our Clinical Team on your account through Support -> Messages.",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/31894643942420-How-do-I-upload-photos,How do I upload photos? – Voy,How do I upload photos during sign up and safety checks?,"Once you've signed up to Voy, you'll be asked to complete two tasks: 1) upload a full-length photo of yourself taken that day 2) upload a photo of your ID. You can upload your photos to the tasks located on the Home page of your online account. If you have tasks to complete you'll find them here. If you've been asked to complete a task but can't see any tasks on your account. You can upload photos to your Messages with our Clinical Team on your Support page by clicking the paper clip icon in the text box. If you're still unable to upload your photos, please speak to our Customer Care Team who will be happy to help you upload your photos to your tasks.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/31894643942420-How-do-I-upload-photos,How do I upload photos? – Voy,Why do we ask for photos?,"Throughout your weight loss journey, we might ask you to upload new photos to help us monitor and review your progress towards your goal weight. This is to make sure we're safely prescribing medication at every step of your journey. Your photos are only viewed by our Clinical Team for the purpose of reviewing your eligibility.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/31894643942420-How-do-I-upload-photos,How do I upload photos? – Voy,How can I track my progress?,You can also track your own progress within the Voy app by either submitting your weight or a photo of yourself. Open the Voy app and click on 'Progress' from the menu at the bottom of the screen. Here you can add photos and track your progress. If you decide you'd no longer like to see your photos you can enable 'privacy mode' by clicking on Timeline and then the 'eye' icon in the left-hand corner. You can download the Voy app on both the Apple App Store and Google Play Store.,0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199558930196-Is-the-information-I-share-with-you-private,Is the information I share with you private? – Voy,Is the information I share with you private?,"Yes, we take your privacy and security information very seriously. We have designed the platform to comply with all the relevant privacy laws and have implemented security protocols to protect your personal information. Please read our Privacy Policy for more information.",0.95
https://joinvoy.zendesk.com/hc/en-gb/articles/20199844131348-What-is-your-Returns-policy,What is your Returns policy? – Voy,What is the cancellation window for prescription medications?,You can only cancel an order up until the point at which the prescription is approved by our medical team.,0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199844131348-What-is-your-Returns-policy,What is your Returns policy? – Voy,Can I return prescription medications after approval?,"Once a prescription-only medication has been approved, we cannot cancel the order or accept a return of the items.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199844131348-What-is-your-Returns-policy,What is your Returns policy? – Voy,What regulations relate to the return of prescription medications?,"This policy is in line with the Consumer Protection (Distance Selling) Regulations 2000, which exempts prescription medications from standard return rights.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199844131348-What-is-your-Returns-policy,What is your Returns policy? – Voy,Can non-prescription items be returned?,"For non-prescription items, we accept returns up to 14 days after purchase. Please contact our Customer Care Team at help@joinvoy.com for a returns label.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199844131348-What-is-your-Returns-policy,What is your Returns policy? – Voy,What is Voy's commitment regarding prescription items?,"While we can't accept returns on prescription items, we're here to support you throughout your treatment. If you have any concerns or questions about your medication, please don't hesitate to reach out to our Clinical Team.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/24090327063060-How-does-my-subscription-work,How does my subscription work? – Voy,How regularly will I receive my medication?,"Depending on your treatment, your subscription will automatically renew every 28 or 42 days. As we're a subscription-based service, your next pen will automatically be sent to you in line with your treatment plan. So, there's no need to place another order. For Mounjaro, your dose will automatically increase every month up to 10mg, and for Wegovy, your dose will automatically increase up to 1mg. However, please know that each order is subject to clinical approval. Our system will automatically take your payment using the billing method you added to your online account. To check when your last order took place, visit Order History from your Account page.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/24090327063060-How-does-my-subscription-work,How does my subscription work? – Voy,What if my subscription says expired?,"For safeguarding reasons, our Clinician Team needs to approve your medication before it's sent. Your plan will show as expired on a monthly basis. Your subscription will still be active and renewed unless cancelled.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/24090327063060-How-does-my-subscription-work,How does my subscription work? – Voy,What if I reach my goal weight?,"If you've reached your goal weight, speak to our Medical Team about the best next steps for you. ",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/36307449988884-Will-my-Weight-Loss-order-be-affected-by-the-Bank-Holiday,Will my Weight Loss order be affected by the Bank Holiday? – Voy,Will my Weight Loss order be affected by the Bank Holiday?,"Yes, due to the Easter Bank Holiday weekend, Royal Mail will not be collecting orders on Good Friday (18/04) or Easter Sunday (20/04). Additionally, our pharmacy team will be closed on Friday 18/04 and Saturday 19/04. To ensure timely delivery, we may process and ship your order a few days earlier than usual. To avoid any delays over the holiday weekend, you may receive your medication up to 5 days before your usual renewal date. If this happens, you’ll receive an email notification in advance so you have time to reach out if the timing doesn’t work for you.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/36307449988884-Will-my-Weight-Loss-order-be-affected-by-the-Bank-Holiday,Will my Weight Loss order be affected by the Bank Holiday? – Voy,How are dispatch dates changing?,"The dispatch dates are changing as follows: Tue 15/04 - Ship orders due 17/04, Wed 16/04 - Ship orders due 18/04 – 20/04, Thu 17/04 - No orders dispatched, Fri 18/04 - Pharmacy closed, Sat 19/04 - Pharmacy closed, Sun 20/04 - No orders dispatched, Mon 21/04 - Ship new orders from 17/04, Tue 22/04 - Ship new orders from 18/04 – 20/04.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/24609569961876-How-does-the-approval-process-work,How does the approval process work? – Voy,What if my tasks are not approved?,"If your photo isn't approved, you'll see a new task on your home page to submit a new one. You can also upload photos directly in your messages to the Clinical Team.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/24609569961876-How-does-the-approval-process-work,How does the approval process work? – Voy,What if my order is not approved?,"If we can't approve your treatment, we'll explain why and cancel your order. Any pending payments will be released within 5 working days.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/35735690703764-Can-I-change-my-coach,Can I change my coach? – Voy,Can I change my coach?,"We completely understand that finding the right coach is important for your journey. While you’re not able to make this change on your own, our friendly Support Team is here to help!

Simply send us an email or start a chat in the App, and we’ll take care of the switch for you as soon as possible.

If there’s anything else we can do to support you, just let us know—we’re always happy to help!",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20170440761748-Can-I-use-a-prescription-from-my-own-GP-on-your-website,Can I use a prescription from my own GP on your website? – Voy,Can I use a prescription from my own GP on your website?,"We only dispense medication based on prescriptions generated and authorised by our own prescribers. While we value the expertise of other healthcare providers, we cannot accept external prescriptions.",0.95
https://joinvoy.zendesk.com/hc/en-gb/articles/20170440761748-Can-I-use-a-prescription-from-my-own-GP-on-your-website,Can I use a prescription from my own GP on your website? – Voy,Why does Voy have a policy on not accepting external prescriptions?,"1. Consistency: This ensures consistency in our treatment approach. 2. Safety: It allows us to maintain our high safety standards. 3. Regulatory Compliance: This policy helps us adhere to online pharmacy regulations. 4. Comprehensive Care: It enables us to provide a complete care package, including follow-ups and adjustments.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20170440761748-Can-I-use-a-prescription-from-my-own-GP-on-your-website,Can I use a prescription from my own GP on your website? – Voy,What are the next steps if I have a prescription from my GP?,"If you're interested in joining Voy, you can check if you are eligible by completing our medical questionnaire. Our medical team will then assess whether Voy is right for you. If you have a prescription from your GP: You may want to discuss our services with them. They might be able to provide insights into whether our treatments could be suitable for you. If you're already taking GLP-1 medication, you might be able to continue on the dose you're currently on with Voy.",0.85
https://joinvoy.zendesk.com/hc/en-gb/articles/20196076616852-Are-there-any-medical-conditions-that-might-disqualify-someone-from-participating,Are there any medical conditions that might disqualify someone from participating? – Voy,Are there any medical conditions that might disqualify someone from participating?,"At Voy, we prioritize your safety and well-being. While we aim to help as many people as possible on their weight loss journey, certain medical conditions may disqualify individuals from our treatments. 

1. Liver, kidney, or heart failure
2. Pancreatitis
3. Multiple endocrine neoplasia type 2
4. Cancer
5. Type 1 diabetes or diabetic retinopathy
6. Personal or family history of medullary thyroid cancer
7. History of eating disorders (e.g., anorexia, bulimia)
8. History of gallbladder problems
9. History of Inflammatory bowel disease or gastroparesis
10. Allergy or hypersensitivity to the active ingredient or any excipients in our medications.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20196076616852-Are-there-any-medical-conditions-that-might-disqualify-someone-from-participating,Are there any medical conditions that might disqualify someone from participating? – Voy,What if I'm not eligible for the treatments?,"If you're not eligible for our treatments, you may have other suitable weight loss options that are more appropriate for you. Speak with your GP or a healthcare professional for personalized advice.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20196076616852-Are-there-any-medical-conditions-that-might-disqualify-someone-from-participating,Are there any medical conditions that might disqualify someone from participating? – Voy,Why are there restrictions on the medical conditions for participation in Voy treatments?,These guidelines ensure the safety and effectiveness of our treatments. They help us maintain high standards of care and comply with medical regulations.,0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20196076616852-Are-there-any-medical-conditions-that-might-disqualify-someone-from-participating,Are there any medical conditions that might disqualify someone from participating? – Voy,How can I check if I'm eligible for Voy treatments?,"To find out if you're eligible for our treatments: 
1. Visit www.joinvoy.com
2. Complete our online eligibility questions.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20196076616852-Are-there-any-medical-conditions-that-might-disqualify-someone-from-participating,Are there any medical conditions that might disqualify someone from participating? – Voy,Who can I contact if I have questions about eligibility or my medical situation?,"If you have any questions about eligibility or your specific medical situation, contact our Medical Team through your Voy account. They can provide more detailed information based on your personal circumstances. Remember, your health and safety are our top priorities.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/31256352027156-How-do-payments-work,How do payments work? – Voy,How does billing work?,"As a subscription-based service, your payments will automatically process in line with your treatment plan. This will be every 28 or 42 days, depending on your plan. To check the frequency of your payments, please review your subscription details on your account under Manage Plans and Orders.",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/31256352027156-How-do-payments-work,How do payments work? – Voy,What payment methods do you accept?,"We offer a variety of payment options to suit your needs: Major debit cards, Credit cards (including American Express), PayPal (only available during checkout)",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/31256352027156-How-do-payments-work,How do payments work? – Voy,Are my purchases secure?,Absolutely. We prioritise the security of your financial information. All payments are processed through a secure payment system We do not have access to your full card details You can update your billing method at any time on your Account under Account Details. Once your payment has been successfully processed you'll be able to see the payment in your bank statement under Menwell LTD or MANUAL. MANUAL is our sister company.,1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/31256352027156-How-do-payments-work,How do payments work? – Voy,How much is my next order?,"To find the price of your next order: 1. Log into your account 2. Go to Account Then click on Manage Plans and Orders Here you'll see the cost of your next payment, including any discounts and the treatment you are on.",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/31256352027156-How-do-payments-work,How do payments work? – Voy,What if my payment fails?,"If your payment is unsuccessful: 1. If your payment doesn’t go through, we’ll automatically retry the payment over the next 28 days at 10 PM on the following days: Day 0 (first attempt), then Days: 1, 2, 3, 5, 10, 15, 20, 25, 28 2. If the payment is still unsuccessful after 28 days, we'll cancel your subscription If you need to update your payment details, please follow the following steps: 1. Go to your Account, then Account Details 2. Click 'change' next to your current details 3. Add new or update your card information",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/31256352027156-How-do-payments-work,How do payments work? – Voy,Can I get a company invoice or VAT receipt?,"At present, we do not provide company invoices. We're here to ensure your Voy experience is as seamless as possible, from treatment to billing. Your journey to better health is our priority, and we're committed to supporting you every step of the way.",1.0
https://joinvoy.zendesk.com/hc/en-gb/articles/20199416561172-Where-is-my-order,Where is my order? – Voy,How do I track my order from my account?,"From your account, you can manage plans and orders. If your subscription is active, click on your treatment to see your 'Current order' and click 'Track' for delivery details. Order history allows tracking of previous orders using the 'track delivery' button.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199416561172-Where-is-my-order,Where is my order? – Voy,How do I track my order from the 'your order has been dispatched' email?,You'll receive an email with a tracking link from Voy and our delivery partner usually in the evening. Direct tracking is also available on the Royal Mail tracking page using the 'Track your order' button in the email.,0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199416561172-Where-is-my-order,Where is my order? – Voy,How do I track my order from the Voy App?,"Open the Voy App, click on the 'Plan' Tab, find your most recent order, and click on 'Track Order' to see the tracking status.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199416561172-Where-is-my-order,Where is my order? – Voy,What should I do if I haven't received my first order?,"Check if your order has been approved from the Medical Team messages on your account. If approved, you'll receive a confirmation message and an email. If not approved yet, follow up with the Clinical Team via the messages.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199416561172-Where-is-my-order,Where is my order? – Voy,What should I do if I haven't received tracking information?,"If it's been more than two days since approval, check your spam/junk folder for tracking details, check your order status on your account, or contact customer support via live chat or email at help@joinvoy.com.",0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20199416561172-Where-is-my-order,Where is my order? – Voy,What does each order status mean?,Pending: Before clinician approval. Approval: Undergoing clinician review. Processing order: Pharmacy Team prepares order. With courier: Order collected by delivery partner or delivered.,0.9
https://joinvoy.zendesk.com/hc/en-gb/articles/20167996852628-Is-this-a-safe-and-effective-way-to-manage-weight-loss,Is this a safe and effective way to manage weight loss? – Voy,Is this a safe and effective way to manage weight loss?,"Absolutely! GLP-1 medications, when used alongside our expert coaching, have consistently demonstrated impressive results in helping individuals reach their goals. Within the initial six months of treatment, people have achieved weight loss of up to 10%.

Moreover, you can rest assured that your journey towards better health is not just effective but also safe. These medications, when prescribed and monitored by our medical experts, are generally well-tolerated.

Our medical team is committed to guiding and overseeing your treatment to ensure your safety and success. So, you're not alone on this path to achieving your goals.",0.9
